History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Branded clothing,Age,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,BMI,music,movie,fitness,expenditure
4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,64.0,54.0,0.6666666666666666,16.0
2.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,59.0,38.0,0.375,16.0
3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,55.0,33.0,0.75,13.0
4.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,58.0,47.0,0.1111111111111111,9.0
3.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,63.0,39.0,0.5,15.0
5.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,54.0,50.0,0.5,19.0
3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,55.0,47.0,1.5,21.0
2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,44.0,44.0,2.0,9.0
4.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,51.0,38.0,0.25,14.0
5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,62.0,60.0,0.3333333333333333,15.0
5.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,55.0,46.0,2.5,11.0
2.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,60.0,45.0,0.25,12.0
3.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,40.0,43.0,0.75,22.0
4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,62.0,52.0,0.375,23.0
4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,54.0,38.0,0.4444444444444444,18.0
3.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,2.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,51.0,43.0,0.5,23.0
2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,5.0,4.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,63.0,40.0,0.75,16.0
4.0,4.0,2.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,57.0,50.0,0.16666666666666666,9.0
3.0,5.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,1.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,54.0,32.0,0.25,17.0
5.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,4.0,5.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,73.0,48.0,0.125,21.0
3.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,55.0,41.0,0.25,16.0
4.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,48.0,31.0,0.2222222222222222,17.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,43.0,40.0,1.0,19.0
2.0,3.0,3.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,75.0,48.0,0.3333333333333333,18.0
5.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,45.0,45.0,0.3333333333333333,13.0
3.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,5.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,46.0,41.0,1.0,19.0
2.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,58.0,42.0,1.25,17.0
2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,52.0,44.0,0.75,15.0
3.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,50.0,37.0,0.75,9.0
